#1;Ludinghausen 1m Lufttemp 2017
#2;Source: CDC DWD #DWD Climate Data Center (CDC): Hourly station observations of soil temperature at the depth of 100cm in
#°C for Germany, version v18.1 & recent
# Zeit [s];T[K]
double default(8761,2);
31096800;281.25
31100400;281.25
31104000;281.25
31107600;281.25
31111200;281.25
31114800;281.25
31118400;281.25
31122000;281.25
31125600;281.25
31129200;281.25
31132800;281.25
31136400;281.25
31140000;281.25
31143600;281.25
31147200;281.25
31150800;281.25
31154400;281.25
31158000;281.25
31161600;281.25
31165200;281.25
31168800;281.25
31172400;281.25
31176000;281.25
31179600;281.25
31183200;281.25
31186800;281.25
31190400;281.25
31194000;281.25
31197600;281.25
31201200;281.25
31204800;281.25
31208400;281.25
31212000;281.25
31215600;281.15
31219200;281.15
31222800;281.15
31226400;281.15
31230000;281.15
31233600;281.15
31237200;281.15
31240800;281.15
31244400;281.15
31248000;281.15
31251600;281.15
31255200;281.15
31258800;281.15
31262400;281.15
31266000;281.15
31269600;281.15
31273200;281.15
31276800;281.15
31280400;281.15
31284000;281.15
31287600;281.05
31291200;281.05
31294800;281.05
31298400;281.05
31302000;281.05
31305600;281.05
31309200;281.05
31312800;281.05
31316400;281.05
31320000;281.05
31323600;281.05
31327200;281.05
31330800;281.05
31334400;281.05
31338000;280.95
31341600;280.95
31345200;280.95
31348800;280.95
31352400;280.95
31356000;280.95
31359600;280.95
31363200;280.95
31366800;280.95
31370400;280.95
31374000;280.95
31377600;280.95
31381200;280.95
31384800;280.85
31388400;280.85
31392000;280.85
31395600;280.85
31399200;280.85
31402800;280.85
31406400;280.85
31410000;280.85
31413600;280.85
31417200;280.85
31420800;280.85
31424400;280.85
31428000;280.85
31431600;280.85
31435200;280.85
31438800;280.85
31442400;280.75
31446000;280.75
31449600;280.75
31453200;280.75
31456800;280.75
31460400;280.75
31464000;280.75
31467600;280.75
31471200;280.75
31474800;280.75
31478400;280.75
31482000;280.75
31485600;280.75
31489200;280.85
31492800;280.85
31496400;280.85
31500000;280.85
31503600;280.85
31507200;280.85
31510800;280.85
31514400;280.85
31518000;280.85
31521600;280.85
31525200;280.85
31528800;280.85
31532400;280.85
31536000;280.85
